StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-28 10:27:53,2024-06-28 10:28:51,IP Address,189.126.219.95,100,58,True,2024-06-28 10:28:52,R_6kbPNpQsSDieoAF,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0df3fdd9a977f00_0adc1c5cbd5af884_8296df74dbbc1918_38587ac0c074285de5bd4b2322d68067,35,5,3
2024-06-28 10:28:48,2024-06-28 10:29:56,IP Address,189.40.81.199,100,67,True,2024-06-28 10:29:56,R_7CHqmdot6Oph7xw,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ff792e2-b505-4653-beb4-f762b88dd0f5_0adc1c5cbd5af884,48,3,6
2024-06-28 10:29:53,2024-06-28 10:30:10,IP Address,177.98.72.100,100,17,True,2024-06-28 10:30:11,R_1arAVjYOq1CJHAk,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b40bb302-d8a0-47a8-8f87-93320a67c9b8_0adc1c5cbd5af884,34,3,3
2024-06-28 10:29:54,2024-06-28 10:30:24,IP Address,179.214.25.104,100,30,True,2024-06-28 10:30:25,R_5PbHaBJxtlntxE5,,,,,-15.7783,-47.9319,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68a73009-abe3-4d4f-9427-714a85a4d973_0adc1c5cbd5af884,42,5,3
2024-06-28 10:28:28,2024-06-28 10:30:33,IP Address,177.189.2.12,100,125,True,2024-06-28 10:30:33,R_3jkrkz8ZjjqkIaT,,,,,-23.5312,-46.7901,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee9e5d49-6018-4a50-a53c-fab2ef3a752f_0adc1c5cbd5af884,41,3,3
2024-06-28 10:29:50,2024-06-28 10:30:54,IP Address,45.170.239.126,100,63,True,2024-06-28 10:30:55,R_7Gjj3E4zwUddNQp,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb3a5699-ce0d-45d9-83f0-e94b21209604_0adc1c5cbd5af884,19,3,1
2024-06-28 10:30:13,2024-06-28 10:31:05,IP Address,191.39.145.217,100,51,True,2024-06-28 10:31:05,R_7Gw9p8X9OkulJSL,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd0588d8-a458-4788-98a9-4325fcce4c77_0adc1c5cbd5af884,54,3,1
2024-06-28 10:30:09,2024-06-28 10:31:07,IP Address,201.17.193.43,100,57,True,2024-06-28 10:31:07,R_51Xx70iTkIdOqc1,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08974ff2-90c3-47b5-927c-01cef332f66a_0adc1c5cbd5af884,40,3,5
2024-06-28 10:30:57,2024-06-28 10:32:02,IP Address,177.81.74.219,100,64,True,2024-06-28 10:32:02,R_6pJZvG1ZgKUcTmI,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f27511d0-3013-4b8c-94d9-6598e96b5df3_0adc1c5cbd5af884,30,3,2
2024-06-28 10:31:48,2024-06-28 10:32:04,IP Address,201.17.86.193,100,16,True,2024-06-28 10:32:05,R_7plYD5nYiJ0oOCf,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71ddf65f-2612-46a1-b886-13a14176b9b8_0adc1c5cbd5af884,33,3,3
2024-06-28 10:31:09,2024-06-28 10:32:15,IP Address,170.254.144.46,100,65,True,2024-06-28 10:32:16,R_599SEJgBIvfT5M2,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5c26d74-d9e8-49dc-9f8d-9c3f850cd394_0adc1c5cbd5af884,59,3,3
2024-06-28 10:31:36,2024-06-28 10:32:17,IP Address,201.94.203.32,100,40,True,2024-06-28 10:32:17,R_2RwkdQ6qMEP3OKe,,,,,-23.3128,-51.1596,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81b8a97e-b90b-4e3c-8e0c-e0030cf7592b_0adc1c5cbd5af884,55,4,2
2024-06-28 10:31:27,2024-06-28 10:32:17,IP Address,189.62.150.116,100,49,True,2024-06-28 10:32:18,R_70VAj9yZfMyCrRv,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85ecc7dc-4d2e-48d3-9b5a-cd79c2930314_0adc1c5cbd5af884,57,3,4
2024-06-28 10:33:05,2024-06-28 10:33:32,IP Address,191.23.95.198,100,26,True,2024-06-28 10:33:32,R_3vzJz8OEBRqGo5b,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c160d8878fac4b2_0adc1c5cbd5af884_8296df74dbbc1918_6293afdca4647fd9fb782babe50839f9,44,3,3
2024-06-28 10:33:39,2024-06-28 10:34:51,IP Address,191.231.240.32,100,72,True,2024-06-28 10:34:52,R_3proAmnjkvhNJfj,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a669af8-6284-418c-96b1-60c41896619c_0adc1c5cbd5af884,63,3,3
2024-06-28 10:34:47,2024-06-28 10:35:06,IP Address,189.123.216.235,100,18,True,2024-06-28 10:35:07,R_5PzxJ6HU4VI16g1,,,,,-25.4202,-49.2762,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Tatiana Loureiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6f5ac5-0f07-49f4-ae17-c1a539d33d2f_0adc1c5cbd5af884,39,4,2
2024-06-28 10:34:32,2024-06-28 10:35:25,IP Address,179.162.133.234,100,52,True,2024-06-28 10:35:25,R_6gAz1nUJwdAbHWh,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3f2d2b0-e22a-4976-9a2d-d3884e7e6456_0adc1c5cbd5af884,66,3,1
2024-06-28 10:36:37,2024-06-28 10:36:51,IP Address,189.123.216.235,100,13,True,2024-06-28 10:36:52,R_7K6WWIAwaQijE4Z,,,,,-25.4202,-49.2762,anonymous,EN,Sim,Uma  vez por ano,Online,Tatiana Loureiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6f5ac5-0f07-49f4-ae17-c1a539d33d2f_0adc1c5cbd5af884,39,4,2
2024-06-28 10:37:44,2024-06-28 10:38:27,IP Address,177.87.113.118,100,43,True,2024-06-28 10:38:28,R_5PcL4r5KBioN3wS,,,,,-19.9029,-43.9572,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07da6a94-eb6d-45e9-863f-b5e4ae9b94cd_0adc1c5cbd5af884,45,3,2
2024-06-28 10:37:44,2024-06-28 10:38:52,IP Address,138.255.110.134,100,67,True,2024-06-28 10:38:52,R_6dQPrSmrbVOntn3,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545d972-0700-4bf6-a03a-317a45c60058_0adc1c5cbd5af884,36,3,1
2024-06-28 10:36:45,2024-06-28 10:38:52,IP Address,177.160.183.122,100,127,True,2024-06-28 10:38:52,R_6OZZeeZ6iVJ9ngM,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb791646-ca28-4b0a-950f-2a88441b3bf3_0adc1c5cbd5af884,35,3,5
2024-06-28 10:38:09,2024-06-28 10:39:02,IP Address,179.95.8.48,100,53,True,2024-06-28 10:39:03,R_6awqPE5EIPbhEvw,,,,,-15.7792,-47.9341,anonymous,EN,Sim," A cada dois anos",Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fde00713-3c7c-4e0f-9ce9-9bcf34491d31_0adc1c5cbd5af884,60,5,4
2024-06-28 10:38:40,2024-06-28 10:39:18,IP Address,179.218.106.250,100,38,True,2024-06-28 10:39:19,R_6lEzPxx6oCvOBJp,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f691520e-5497-40ce-a98c-fa83ac7f6bd7_0adc1c5cbd5af884,53,3,1
2024-06-28 10:37:28,2024-06-28 10:39:46,IP Address,189.81.91.95,100,138,True,2024-06-28 10:39:47,R_1SJiWKwzupmOSI3,,,,,-19.9546,-44.1909,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Trabalho artesanal,Atualização de modelos,Inovação",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,4,2,3,1,1 ou 2 vez(es) na semana,5,Eventos sociais (festas e celebrações),7b689c03-97b0-440d-aa31-70f1c4e7296c_0adc1c5cbd5af884,34,3,3
2024-06-28 10:38:17,2024-06-28 10:40:08,IP Address,152.244.78.103,100,110,True,2024-06-28 10:40:08,R_3CJfhaa6nU9swRQ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Alexandre Birman",Sim,,,,,,,,,,,,Loja física,Promoter,9,"Qualidade dos produtos,Conforto,Sustentabilidade","Qualidade dos produtos,Conforto,Atualização de modelos,Preço",Sim,4,4,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Campanhas,,,,4,5,1 ou 2 vez(es) na semana,4,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",2c5c5ea1-8733-47cb-91cc-ba53610d5b8a_0adc1c5cbd5af884,35,3,3
2024-06-28 10:39:49,2024-06-28 10:40:25,IP Address,187.95.136.125,100,35,True,2024-06-28 10:40:25,R_19tWDPm6XFADAul,,,,,-23.5215,-46.7873,anonymous,EN,Sim," A cada dois anos",Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243c3f6-f00c-43bb-98a7-f7045b69a4d0_0adc1c5cbd5af884,32,3,2
2024-06-28 10:39:56,2024-06-28 10:40:26,IP Address,187.35.52.241,100,29,True,2024-06-28 10:40:26,R_6PeSthwGbWAOn05,,,,,-23.8535,-46.2708,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76fe18e4-2eda-44cf-9ed4-06911222f401_0adc1c5cbd5af884,54,3,1
2024-06-28 10:40:09,2024-06-28 10:40:39,IP Address,189.62.148.146,100,29,True,2024-06-28 10:40:40,R_7R2sgolkUsg8vAi,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18a88f14-6867-42d6-9087-162a6c30933b_0adc1c5cbd5af884,38,3,1
2024-06-28 10:41:08,2024-06-28 10:41:57,IP Address,191.176.63.235,100,49,True,2024-06-28 10:41:58,R_3qJC47WR2c4QCuL,,,,,-15.7783,-47.9319,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140c997a-1510-4217-a0a0-c3101181c036_0adc1c5cbd5af884,19,5,2
2024-06-28 10:38:14,2024-06-28 10:41:58,IP Address,179.242.249.34,100,224,True,2024-06-28 10:41:59,R_6FJnl879AYNOlWG,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Paula Torres,Alexandre Birman",Não,Loja física,Rede Sociais,"Moderna,Inovadora,Versátil","Iniciativas de sustentabilidade mais atrativas,Presença mais forte nas redes sociais,Não tem uma loja física perto","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",4,5,3,1,2,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,,cdb98c58-c288-4b39-99d0-16ab32531ade_0adc1c5cbd5af884,44,3,1
2024-06-28 10:40:55,2024-06-28 10:42:03,IP Address,177.192.28.72,100,67,True,2024-06-28 10:42:03,R_5fPKc3eAZdtUwUN,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d170b999-e847-4339-951b-db7d2629860d_0adc1c5cbd5af884,33,3,4
2024-06-28 10:41:46,2024-06-28 10:42:14,IP Address,187.56.22.121,100,27,True,2024-06-28 10:42:14,R_1Ixydyo4QS21tnP,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7766b0b-8518-4cd2-8300-d2027fcceef8_0adc1c5cbd5af884,34,3,4
2024-06-28 10:40:52,2024-06-28 10:42:20,IP Address,168.194.165.193,100,87,True,2024-06-28 10:42:20,R_6NxZalelgHmegxM,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos,Inovação,Sustentabilidade","Sustentabilidade,Preço,Diversificação de modelos",Sim,5,3,Assiste vídeos de reviews,Influenciadores,5,4,2,3,1,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)",d24ecddb-9cfd-4c8b-969f-3c4bfce245a7_0adc1c5cbd5af884,32,3,1
2024-06-28 10:41:29,2024-06-28 10:42:23,IP Address,191.135.165.160,100,53,True,2024-06-28 10:42:23,R_3QX4coXRRnMkBpo,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569d6dc6-94fd-4b52-b5af-2a8d6d281e89_0adc1c5cbd5af884,77,3,2
2024-06-28 10:42:06,2024-06-28 10:42:39,IP Address,177.81.36.193,100,32,True,2024-06-28 10:42:40,R_5DfXXGniDIxYtYB,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af66c8a-06ff-41e5-bcbb-f064bfa91f42_0adc1c5cbd5af884,50,3,1
2024-06-28 10:40:56,2024-06-28 10:43:54,IP Address,179.113.99.254,100,177,True,2024-06-28 10:43:54,R_62Dd9MAWtBfIV2v,,,,,-22.023,-47.8901,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade,Outros","Conforto,Exclusividade",Sim,5,5,"Pede recomendações para conhecidos,Assiste vídeos de reviews",Recomendação,5,4,2,1,3,1 ou 2 vez(es) na semana,5,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",6f47fcfa-d1ee-4211-8684-7ea2256e5e4b_0adc1c5cbd5af884,27,3,3
2024-06-28 10:43:22,2024-06-28 10:44:36,IP Address,200.155.172.116,100,74,True,2024-06-28 10:44:37,R_7WQp8wsmJizxzR7,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7417b341-e026-456b-a740-03f9553f0a4a_0adc1c5cbd5af884,43,3,2
2024-06-28 10:44:47,2024-06-28 10:45:36,IP Address,189.62.46.117,100,48,True,2024-06-28 10:45:36,R_7ooMYMy6zOA1oSV,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64a09641-0fe4-437a-9d84-66b741d80e0d_0adc1c5cbd5af884,48,3,3
2024-06-28 10:42:22,2024-06-28 10:45:53,IP Address,189.6.35.180,100,211,True,2024-06-28 10:45:54,R_1cJ8MAr098yLRbH,,,,,-15.7783,-47.9319,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Outro,Promoter,9,"Qualidade dos produtos,Design,Atualização de modelos","Conforto,Preço",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Outros,4,2,3,5,1,Menos que qualquer uma alternativa,3,Eventos sociais (festas e celebrações),a89e7ef5-6653-4a01-ab34-dcddfccbd658_0adc1c5cbd5af884,57,5,3
2024-06-28 10:45:48,2024-06-28 10:46:14,IP Address,200.211.216.6,100,25,True,2024-06-28 10:46:15,R_8hrS1KnnKxfLvnM,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31fabe2c-e13b-41fe-aa5d-424899555426_0adc1c5cbd5af884,34,3,3
2024-06-28 10:46:11,2024-06-28 10:46:42,IP Address,189.60.156.217,100,30,True,2024-06-28 10:46:42,R_1xDjzU09kovSpz1,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a4b7fdc-86e9-4da6-b921-095df8a982e4_0adc1c5cbd5af884,23,3,3
2024-06-28 10:44:22,2024-06-28 10:46:50,IP Address,187.38.61.248,100,148,True,2024-06-28 10:46:50,R_7KpYdafsFAC8bHr,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Paula Torres",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Diversificação de modelos,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,1,2,3,4,5,1 ou 2 vez(es) por mês,5,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",0fbda3f7-b88a-4a70-a144-233f7ec94680_0adc1c5cbd5af884,26,3,4
2024-06-28 10:46:44,2024-06-28 10:47:07,IP Address,189.33.64.170,100,22,True,2024-06-28 10:47:07,R_5j25qwViKmp9wJz,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dce9098-a978-492a-8824-b69632bf3b3f_0adc1c5cbd5af884,57,3,4
2024-06-28 10:46:43,2024-06-28 10:47:38,IP Address,179.250.9.138,100,55,True,2024-06-28 10:47:38,R_2HtspJ4WtHZf4Nm,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dfe094a-d388-44bf-a08d-339f9ec2c4e5_0adc1c5cbd5af884,46,3,2
2024-06-28 10:47:26,2024-06-28 10:48:27,IP Address,189.40.91.127,100,61,True,2024-06-28 10:48:27,R_87jldGLzx6koP5B,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Schutz,Paula Torres",Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59eb0894-0a5f-4b21-a4a2-ecc18cab18c2_0adc1c5cbd5af884,34,3,2
2024-06-28 10:49:29,2024-06-28 10:49:58,IP Address,45.190.158.60,100,28,True,2024-06-28 10:49:59,R_2mW9F6ryBdGk5Pd,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7099fd65-3bec-4c2e-9944-7acbfd9dbe77_0adc1c5cbd5af884,55,3,5
2024-06-28 10:49:59,2024-06-28 10:50:38,IP Address,189.60.167.2,100,39,True,2024-06-28 10:50:38,R_3H4L9w22d5eE2u5,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cab42fb7-3550-4e11-aa8e-38f3c727cd51_0adc1c5cbd5af884,44,3,3
2024-06-28 10:50:48,2024-06-28 10:51:18,IP Address,177.58.249.12,100,29,True,2024-06-28 10:51:18,R_5VQ5KmpgCtBsT1b,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00319924-6d7d-49ea-8648-fa2969a6de44_0adc1c5cbd5af884,41,3,3
2024-06-28 10:50:47,2024-06-28 10:51:32,IP Address,187.43.203.27,100,44,True,2024-06-28 10:51:32,R_3FnDbgXD3gGmxtL,,,,,-22.895,-47.0439,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58e93885-5bba-44eb-a6d0-87199735b43d_0adc1c5cbd5af884,66,3,2
2024-06-28 10:51:27,2024-06-28 10:52:11,IP Address,187.106.43.41,100,43,True,2024-06-28 10:52:11,R_6hCcf71hgsYtUsh,,,,,-22.9035,-47.0565,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772f052c-8b46-4b24-a125-c1b475b14693_0adc1c5cbd5af884,46,3,3
2024-06-28 10:51:45,2024-06-28 10:52:13,IP Address,191.39.137.106,100,28,True,2024-06-28 10:52:13,R_6sWJ9Iyra2AxswR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe4d130a-12e1-4b39-962e-9c8e71826719_0adc1c5cbd5af884,40,3,2
2024-06-28 10:51:54,2024-06-28 10:52:22,IP Address,179.182.11.91,100,27,True,2024-06-28 10:52:22,R_5QKuOa0xy8wlCjc,,,,,-10.9738,-37.1129,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452b7cea-5e16-47a3-a354-1a55b48a7d0c_0adc1c5cbd5af884,32,3,4
2024-06-28 10:50:52,2024-06-28 10:52:55,IP Address,187.89.91.121,100,123,True,2024-06-28 10:52:56,R_5rCWUjKTmM0X47w,,,,,-23.4794,-46.5116,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60b3ca76-ff49-4dbd-bb10-431d79745a98_0adc1c5cbd5af884,52,3,2
2024-06-28 10:52:53,2024-06-28 10:53:20,IP Address,200.173.52.232,100,26,True,2024-06-28 10:53:21,R_1pW52XCNWFGLDXJ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48bef1b5-303e-4503-8c9e-2cabecc53a4c_0adc1c5cbd5af884,49,3,5
2024-06-28 10:53:16,2024-06-28 10:53:37,IP Address,177.141.131.198,100,20,True,2024-06-28 10:53:38,R_6B9Fsm8uDcbtZid,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c30d330-9eaa-4349-b500-9c6c61ef8d75_0adc1c5cbd5af884,31,3,2
2024-06-28 10:54:16,2024-06-28 10:55:02,IP Address,170.78.129.0,100,46,True,2024-06-28 10:55:03,R_6rqzJV79gmOnxnm,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9e07097-b92f-4d41-a786-f1e1c208e430_0adc1c5cbd5af884,21,3,3
2024-06-28 10:54:54,2024-06-28 10:55:53,IP Address,177.139.43.183,100,58,True,2024-06-28 10:55:53,R_72NhytsizGOMLzX,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7610c0a0-6ec1-4e1d-b38f-a1b9b7f111d2_0adc1c5cbd5af884,52,3,3
