StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Idade,Região,Classe,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-05-09 13:39:36,2024-05-09 13:45:58,IP Address,179.218.8.191,100,382,True,2024-05-09 13:45:59,R_3pbIW2Fcr8uOogN,,,,,-22.9072,-43.1883,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Recomendação,"Elegante,Moderna,Exclusiva",Mais opções de estilo e design,"Avaliações e opiniões positivas de outros clientes,Variedade de estilos e peças",5,2,3,4,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 13:52:49,2024-05-09 13:53:44,IP Address,104.28.63.61,100,54,True,2024-05-09 13:53:44,R_7ASCDw4tke48N0v,,,,,-22.9035,-47.0565,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 14:24:59,2024-05-09 14:25:54,IP Address,177.58.244.100,100,54,True,2024-05-09 14:25:54,R_2g0U6Q3AqIL2aLV,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 14:23:22,2024-05-09 14:25:55,IP Address,104.28.63.98,100,152,True,2024-05-09 14:25:55,R_30VGtXPofyjsTiL,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Alexandre Birman",Não,Outro,Campanhas,"Elegante,Luxuosa,Exclusiva","Qualidade do produto,Não tem uma loja física perto,Outros","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",1,2,3,4,5,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 14:30:47,2024-05-09 14:32:13,IP Address,177.181.6.200,100,86,True,2024-05-09 14:32:14,R_7M6TBbXQa9vUhXO,,,,,-23.673,-46.5302,anonymous,EN,Sim,Menor de 18 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 14:38:46,2024-05-09 14:39:47,IP Address,152.234.106.38,100,61,True,2024-05-09 14:39:48,R_7J2cBT6W3Wt5eh3,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 15:13:32,2024-05-09 15:18:29,IP Address,187.69.80.28,100,296,True,2024-05-09 15:18:29,R_2LSYOWOMovZEWVQ,,,,,-22.9072,-43.1883,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Loja física,Recomendação,"Elegante,Moderna,Desejável","Mais opções de estilo e design,Melhor relação custo-benefício","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,2,3,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 15:14:06,2024-05-09 15:19:30,IP Address,200.173.164.214,100,324,True,2024-05-09 15:19:31,R_8QsqaUeU9jQy8ZN,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Outros,"Moderna,Inovadora,Artesanal",Melhor relação custo-benefício,"Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Compromisso da marca com a sustentabilidade",5,4,3,2,1,"Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-09 15:21:38,2024-05-09 15:22:40,IP Address,177.55.225.162,100,62,True,2024-05-09 15:22:41,R_4nAtTHbYP3o8nDj,,,,,-19.8828,-44.0801,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 15:29:25,2024-05-09 15:30:54,IP Address,177.40.21.26,100,88,True,2024-05-09 15:30:54,R_2g5yVKxyDC6vW8g,,,,,-19.9029,-43.9572,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 15:49:16,2024-05-09 15:50:24,IP Address,187.127.32.255,100,68,True,2024-05-09 15:50:25,R_2qC1nFlurRYL4uV,,,,,-19.9029,-43.9572,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 16:09:39,2024-05-09 16:12:05,IP Address,177.141.128.48,100,145,True,2024-05-09 16:12:05,R_2kMJKkczPzSoMSJ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Recomendação de amigos/família,Influenciadores,"Desejável,Luxuosa,Exclusiva","Mais opções de estilo e design,Melhor relação custo-benefício,Promoções e descontos mais frequentes","Promoções/descontos,Variedade de estilos e peças,Parceria com influenciadores e celebridades",5,3,2,1,4,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 16:20:47,2024-05-09 16:22:19,IP Address,177.102.209.113,100,92,True,2024-05-09 16:22:20,R_71veBB6zWyAmdUj,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 16:36:41,2024-05-09 16:37:28,IP Address,187.26.74.121,100,47,True,2024-05-09 16:37:29,R_7IydIzFPZWhPyZX,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 16:41:42,2024-05-09 16:42:30,IP Address,179.208.166.60,100,47,True,2024-05-09 16:42:31,R_2loJ8yRwKYdoFIB,,,,,-23.5335,-46.6359,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Online,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 16:46:46,2024-05-09 16:51:16,IP Address,189.100.13.150,100,270,True,2024-05-09 16:51:17,R_1mt7sMRHy9siZ69,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Loja física,Recomendação,"Moderna,Inovadora,Exclusiva","Melhor relação custo-benefício,Promoções e descontos mais frequentes","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Recomendações de amigos/familiares",5,4,1,3,2,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 17:49:28,2024-05-09 17:50:15,IP Address,191.201.71.158,100,46,True,2024-05-09 17:50:15,R_5l9qYJtx3L10LIp,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:04:56,2024-05-09 18:13:46,IP Address,177.116.16.238,100,530,True,2024-05-09 18:13:47,R_5Tq7QyAuJHNYPK6,,,,,-19.9029,-43.9572,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.," A cada dois anos",Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Loja física,Outros,Moderna,Melhor relação custo-benefício,"Informações sobre a qualidade do e o conforto do sapato,Compromisso da marca com a sustentabilidade,Variedade de estilos e peças",5,4,1,2,3,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 18:43:24,2024-05-09 18:44:42,IP Address,200.225.115.122,100,78,True,2024-05-09 18:44:42,R_2Q3MrI8AjxkO8zZ,,,,,-27.6027,-48.5541,anonymous,EN,Sim,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:46:06,2024-05-09 18:48:10,IP Address,177.58.255.44,100,123,True,2024-05-09 18:48:10,R_3GZeKcfWscLvaPc,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:47:44,2024-05-09 18:49:01,IP Address,161.22.58.53,100,76,True,2024-05-09 18:49:01,R_71aB7uEBgMWazlf,,,,,-27.6147,-48.4976,anonymous,EN,Sim,25 a 34 anos,Sul,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:50:44,2024-05-09 18:51:34,IP Address,179.209.44.108,100,49,True,2024-05-09 18:51:35,R_1alQqM642HBrJLT,,,,,-23.5335,-46.6359,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:53:44,2024-05-09 18:55:19,IP Address,189.90.54.146,100,95,True,2024-05-09 18:55:20,R_1JL3BUVR7qtQqBl,,,,,-27.6147,-48.4976,anonymous,EN,Sim,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.," A cada dois anos",Loja Física,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 18:59:05,2024-05-09 19:00:09,IP Address,186.232.61.4,100,63,True,2024-05-09 19:00:09,R_5JUxYf9y5KmZ0gB,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 19:03:32,2024-05-09 19:09:05,IP Address,189.62.44.32,100,332,True,2024-05-09 19:09:05,R_1QLErHCLBrz7SHW,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Outros,"Elegante,Luxuosa","Mais opções de estilo e design,Melhor relação custo-benefício,Outros","Variedade de estilos e peças,Recomendações de amigos/familiares",5,4,1,3,2,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 19:10:54,2024-05-09 19:11:52,IP Address,191.254.180.29,100,57,True,2024-05-09 19:11:53,R_2uxN53XxLmB1e06,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 19:23:55,2024-05-09 19:24:56,IP Address,179.118.129.61,100,61,True,2024-05-09 19:24:57,R_5rZN7wcMycFk2EZ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 19:27:19,2024-05-09 19:27:24,IP Address,186.232.61.4,100,4,True,2024-05-09 19:27:24,R_3mVno1gO83G9ZXq,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 19:29:32,2024-05-09 19:32:10,IP Address,152.250.176.103,100,158,True,2024-05-09 19:32:11,R_7q2EDmVBuFqt7z1,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Recomendação,"Elegante,Moderna,Artesanal","Mais opções de estilo e design,Qualidade do produto,Outros",Outros,5,4,3,2,1,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 19:39:59,2024-05-09 19:40:51,IP Address,179.118.222.252,100,51,True,2024-05-09 19:40:52,R_1PYwdWQcfhUznKi,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Tatiana Loureiro,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 19:43:32,2024-05-09 19:47:31,IP Address,177.188.158.196,100,238,True,2024-05-09 19:47:31,R_7LktvTY0toPeUi4,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Recomendação,"Moderna,Versátil,Artesanal",Qualidade do produto,"Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",5,4,1,3,2,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 19:44:49,2024-05-09 19:47:55,IP Address,191.19.231.167,100,186,True,2024-05-09 19:47:56,R_2xKI5yI3TW0Od3I,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Rede Sociais,Elegante,Promoções e descontos mais frequentes,"Promoções/descontos,Variedade de estilos e peças",5,2,4,3,1,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 19:48:42,2024-05-09 19:50:03,IP Address,179.209.189.218,100,80,True,2024-05-09 19:50:03,R_3FFqLiLM6cl4653,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 20:14:50,2024-05-09 20:16:06,IP Address,191.204.218.56,100,75,True,2024-05-09 20:16:06,R_52z8rSrF2zFyYVE,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:09:04,2024-05-09 21:10:07,IP Address,104.28.63.106,100,62,True,2024-05-09 21:10:07,R_6JFo298RWMUDYw5,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:15:05,2024-05-09 21:16:30,IP Address,187.57.50.17,100,85,True,2024-05-09 21:16:31,R_1GZd53yWvsLJiUY,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:22:22,2024-05-09 21:23:22,IP Address,189.122.160.63,100,59,True,2024-05-09 21:23:23,R_2XPym1ZdpDKjiNP,,,,,-22.9072,-43.1883,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:27:09,2024-05-09 21:28:39,IP Address,177.26.233.51,100,89,True,2024-05-09 21:28:39,R_6dxGZeAT9CSdbGN,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:22:47,2024-05-09 21:29:35,IP Address,189.62.44.79,100,408,True,2024-05-09 21:29:36,R_2hxmFPWjHNT4XK1,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Redes sociais,Influenciadores,"Moderna,Luxuosa,Artesanal",Outros,"Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Recomendações de amigos/familiares",5,3,1,4,2,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 21:29:56,2024-05-09 21:31:07,IP Address,187.57.50.220,100,70,True,2024-05-09 21:31:08,R_666f1OZ0hXHu33r,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:32:04,2024-05-09 21:32:53,IP Address,191.39.145.10,100,48,True,2024-05-09 21:32:53,R_1OlccXNKN5L9Tne,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:30:16,2024-05-09 21:37:24,IP Address,186.204.58.64,100,427,True,2024-05-09 21:37:24,R_2CxrXF4QmXwdQHZ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Alexandre Birman,Outras",Não,Loja física,Rede Sociais,"Elegante,Luxuosa","Mais opções de estilo e design,Qualidade do produto,Promoções e descontos mais frequentes","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,3,2,4,1,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 21:39:04,2024-05-09 21:39:43,IP Address,179.209.44.202,100,38,True,2024-05-09 21:39:43,R_8e2SFoB0uDI4NFb,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:48:48,2024-05-09 21:49:40,IP Address,177.141.54.252,100,52,True,2024-05-09 21:49:41,R_33gIBNzTLu3MqAN,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:49:50,2024-05-09 21:50:58,IP Address,191.255.220.172,100,67,True,2024-05-09 21:50:58,R_3yhC27zSaMoc1R7,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:49:35,2024-05-09 21:51:22,IP Address,189.33.64.153,100,106,True,2024-05-09 21:51:22,R_7i8001qu6FNVgCr,,,,,-23.5335,-46.6359,anonymous,EN,Sim,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 21:51:30,2024-05-09 21:55:54,IP Address,177.32.208.131,100,264,True,2024-05-09 21:55:55,R_5JBykosSvMTeemR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Redes sociais,Rede Sociais,"Elegante,Versátil,Luxuosa","Mais opções de estilo e design,Outros","Informações sobre a qualidade do e o conforto do sapato,Compromisso da marca com a sustentabilidade,Parceria com influenciadores e celebridades",5,2,1,4,3,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 22:05:13,2024-05-09 22:10:51,IP Address,201.0.97.160,100,337,True,2024-05-09 22:10:51,R_362BloTZapF1aw8,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Outro,Passive,7,"Atualização de modelos,Outros",Outros,Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Campanhas,4,3,1,2,5,1 ou 2 vez(es) por mês,3,Eventos sociais (festas e celebrações)
2024-05-09 22:17:46,2024-05-09 22:22:07,IP Address,177.26.230.98,100,261,True,2024-05-09 22:22:08,R_3rAlwd4zGkQ3O3T,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Loja física,Passive,8,"Qualidade dos produtos,Design",Preço,Sim,4,5,Acessa o site da marca diretamente,Outros,5,4,3,2,1,Menos que qualquer uma alternativa,5,Eventos sociais (festas e celebrações)
2024-05-09 22:25:48,2024-05-09 22:26:56,IP Address,187.101.81.50,100,68,True,2024-05-09 22:26:56,R_2ssRKZK2k4aGHb1,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 22:35:13,2024-05-09 22:38:40,IP Address,189.120.79.184,100,207,True,2024-05-09 22:38:41,R_1LAMsOEKrmdTUdG,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,9,"Qualidade dos produtos,Design,Atualização de modelos","Conforto,Preço,Diversificação de modelos,Exclusividade",Sim,4,4,Acessa o site da marca diretamente,Rede Sociais,,,,,5,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-05-09 22:40:42,2024-05-09 22:43:53,IP Address,187.56.205.250,100,190,True,2024-05-09 22:43:53,R_5MxJWZA2mYprctM,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Rede Sociais,"Moderna,Desejável,Artesanal",Melhor relação custo-benefício,"Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,3,2,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
