StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Idade,Região,Classe,Frequência,Lugar,Marcas,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q53,Q54,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-07-23 12:33:21,2024-07-23 12:37:49,IP Address,177.174.246.234,100,268,True,2024-07-23 12:37:49,R_6ogMMSTpWSfSU4S,,,,,-27.6147,-48.4976,anonymous,EN,25 a 34 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Passive,8,Design,"Conforto,Preço,Diversificação de modelos",Sim,4,3,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,4,2,1,5,3,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:31:18,2024-07-23 12:42:44,IP Address,189.8.102.120,100,685,True,2024-07-23 12:42:45,R_3kjHIU121f1FDYp,,,,,-26.993,-48.6137,anonymous,EN,45 a 54 anos,Sul,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Tatiana Loureiro,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Conforto,Sim,5,5,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Recomendação,5,3,2,1,4,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:40:35,2024-07-23 12:43:46,IP Address,201.79.177.53,100,191,True,2024-07-23 12:43:47,R_5A2NnFRqX4B1fEt,,,,,-22.9201,-43.0811,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Paula Torres,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Exclusividade,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,4,5,2,3,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:14:35,2024-07-23 12:45:08,IP Address,189.61.0.64,100,1833,True,2024-07-23 12:45:09,R_7q8qkeqtRGhIOkG,,,,,-15.7783,-47.9319,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Redes sociais,Passive,8,Qualidade dos produtos,Conforto,Sim,4,3,Procura pelo produto específico na internet,Rede Sociais,4,5,3,2,1,3 a 6 vezes na semana,1,Eventos sociais (festas e celebrações)
2024-07-23 12:42:58,2024-07-23 12:46:45,IP Address,179.117.103.149,100,226,True,2024-07-23 12:46:45,R_3sZZA5J7n4c9DYR,,,,,-21.2016,-50.4303,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,Design,Atualização de modelos,Sim,5,5,Acessa o site da marca diretamente,Influenciadores,5,3,2,1,4,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:28:24,2024-07-23 12:47:06,IP Address,172.226.124.51,100,1121,True,2024-07-23 12:47:07,R_3PvDXnleOFyoMmC,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Conforto","Qualidade dos produtos,Conforto,Preço,Exclusividade",Sim,3,3,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Outros,3,5,4,1,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:44:51,2024-07-23 12:48:31,IP Address,189.123.98.82,100,220,True,2024-07-23 12:48:32,R_7ennhF8TTGCwlIp,,,,,-21.1746,-47.7996,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Recomendação de amigos/família,Passive,8,"Design,Conforto",Qualidade dos produtos,Sim,5,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Influenciadores,4,3,2,1,5,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:42:14,2024-07-23 12:49:10,IP Address,191.52.80.214,100,415,True,2024-07-23 12:49:10,R_5n4W9TVRD61jYnn,,,,,-23.3128,-51.1596,anonymous,EN,55 a 64 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Design,Trabalho artesanal,Sustentabilidade",Preço,Sim,4,3,Procura pelo produto específico na internet,Rede Sociais,3,4,5,1,2,1 ou 2 vez(es) na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:46:09,2024-07-23 12:50:20,IP Address,187.38.60.145,100,251,True,2024-07-23 12:50:21,R_1DS1lXtVURalqaA,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Schutz,Paula Torres,Luiza Barcellos",Loja física,Passive,8,"Qualidade dos produtos,Design,Atualização de modelos","Preço,Exclusividade",Sim,3,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,3,2,4,1,1 ou 2 vez(es) por mês,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:13:27,2024-07-23 12:52:52,IP Address,187.101.93.36,100,2365,True,2024-07-23 12:52:53,R_71bmJICwLEQ9i4X,,,,,-21.2199,-47.8429,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal","Atualização de modelos,Diversificação de modelos",Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,3,4,1,5,2,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:46:14,2024-07-23 12:53:46,IP Address,189.98.248.98,100,452,True,2024-07-23 12:53:47,R_6QxuOhqnyikg5Mw,,,,,-23.6283,-46.6409,anonymous,EN,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Design,Conforto,Atualização de modelos",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,1,2,3,4,5,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:49:30,2024-07-23 12:54:35,IP Address,189.6.7.37,100,304,True,2024-07-23 12:54:35,R_1NwTP7oyUka6rLz,,,,,-15.7783,-47.9319,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto","Atualização de modelos,Preço",Sim,4,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,4,3,2,5,1,3 a 6 vezes na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:50:57,2024-07-23 12:55:49,IP Address,179.221.200.125,100,292,True,2024-07-23 12:55:50,R_1J601tubjvtRKud,,,,,-26.9873,-48.6276,anonymous,EN,25 a 34 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Passive,8,"Qualidade dos produtos,Design","Design,Atualização de modelos,Preço",Sim,3,3,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,3,1,4,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:46:09,2024-07-23 12:55:51,IP Address,200.186.16.74,100,582,True,2024-07-23 12:55:52,R_1MEdGH4jQJA8Jcl,,,,,-22.9201,-43.0811,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos",Conforto,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,3,4,1,5,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:49:03,2024-07-23 12:56:05,IP Address,191.59.113.62,100,421,True,2024-07-23 12:56:06,R_6bJdmaY15PLDysK,,,,,-22.895,-47.0439,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Paula Torres,Luiza Barcellos,Outras",Loja física,Detractor,6,"Design,Conforto,Atualização de modelos",Qualidade dos produtos,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,3,2,1,7 vezes por semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:57:12,2024-07-23 13:01:52,IP Address,189.60.89.190,100,280,True,2024-07-23 13:01:53,R_7mXFTLNPRUnDO14,,,,,-22.9072,-43.1883,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Paula Torres,Alexandre Birman",Loja física,Promoter,9,"Qualidade dos produtos,Conforto","Preço,Outros",Sim,4,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Campanhas,5,4,1,3,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:55:32,2024-07-23 13:03:49,IP Address,189.111.75.37,100,496,True,2024-07-23 13:03:49,R_1vdCtpXlt0sOY1d,,,,,-23.5452,-47.4361,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto",Outros,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,3,2,4,1,1 ou 2 vez(es) por mês,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:02:35,2024-07-23 13:06:16,IP Address,146.75.179.37,100,220,True,2024-07-23 13:06:16,R_7s1yXeai64YZgki,,,,,-19.9221,-43.9347,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Outro,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos","Atualização de modelos,Preço,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Outros,1,4,2,3,5,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:01:55,2024-07-23 13:08:12,IP Address,200.53.30.2,100,377,True,2024-07-23 13:08:12,R_3jq80TunBp5f8Bp,,,,,-20.4428,-54.6464,anonymous,EN,55 a 64 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Outros",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,3,2,1,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:04:11,2024-07-23 13:09:07,IP Address,179.212.224.18,100,296,True,2024-07-23 13:09:08,R_3BWQweD7HQvl80Z,,,,,-23.673,-46.5302,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos","Preço,Exclusividade",Sim,5,5,Acessa o site da marca diretamente,Campanhas,5,4,1,3,2,7 vezes por semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:07:22,2024-07-23 13:13:24,IP Address,189.37.64.130,100,362,True,2024-07-23 13:13:25,R_8OVnmsLumtaVz60,,,,,-19.0243,-48.3428,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,Uma  vez por ano,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Atualização de modelos",Preço,Sim,5,5,Assiste vídeos de reviews,Rede Sociais,5,3,4,1,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:04:23,2024-07-23 13:14:20,IP Address,177.195.239.175,100,596,True,2024-07-23 13:14:20,R_60Gf9ZBFCdVCWri,,,,,-12.9637,-38.4903,anonymous,EN,55 a 64 anos,Nordeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Inovação",Preço,Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,3,1,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:35:02,2024-07-23 13:20:09,IP Address,177.41.131.76,100,2706,True,2024-07-23 13:20:09,R_7NWbEdDKRuBeyqg,,,,,-15.7792,-47.9341,anonymous,EN,55 a 64 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Design,Conforto","Preço,Diversificação de modelos",Sim,4,3,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Outros",Rede Sociais,4,3,5,1,2,3 a 6 vezes na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:18:57,2024-07-23 13:23:38,IP Address,165.225.59.80,100,281,True,2024-07-23 13:23:39,R_331H5LDgQKXEyNS,,,,,41.8874,-87.6318,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design","Preço,Diversificação de modelos,Exclusividade",Sim,4,5,Acessa o site da marca diretamente,Rede Sociais,3,2,4,5,1,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 12:37:41,2024-07-23 13:24:49,IP Address,191.54.0.128,100,2827,True,2024-07-23 13:24:49,R_1qUV6dJABeykRgZ,,,,,-19.0243,-48.3428,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design","Conforto,Preço",Sim,4,5,Acessa o site da marca diretamente,Influenciadores,3,2,4,1,5,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:21:52,2024-07-23 13:27:45,IP Address,189.58.82.218,100,352,True,2024-07-23 13:27:46,R_3bIyBwzeCkrHiQB,,,,,-19.4619,-44.2454,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto","Atualização de modelos,Inovação,Sustentabilidade,Preço,Diversificação de modelos",Sim,4,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,4,5,1,3,2,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:26:55,2024-07-23 13:30:23,IP Address,104.28.63.97,100,207,True,2024-07-23 13:30:23,R_3aM1TINU4ckMFIa,,,,,-23.5335,-46.6359,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Preço,Sim,4,4,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,4,5,1,2,3,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:24:58,2024-07-23 13:31:34,IP Address,177.170.119.95,100,395,True,2024-07-23 13:31:35,R_6faa6s6Gp8OPVfn,,,,,-22.3196,-49.0623,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Conforto,Trabalho artesanal","Conforto,Diversificação de modelos",Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,1,2,3,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:28:22,2024-07-23 13:32:21,IP Address,177.33.141.53,100,238,True,2024-07-23 13:32:22,R_7amMfAZhQcqXFxZ,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Qualidade dos produtos,Trabalho artesanal,Atualização de modelos","Conforto,Preço",Sim,4,4,Assiste vídeos de reviews,Influenciadores,5,4,1,2,3,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:24:02,2024-07-23 13:34:06,IP Address,189.61.75.251,100,604,True,2024-07-23 13:34:07,R_3FPZsTZwaGuI0mv,,,,,-15.7783,-47.9319,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,3,2,4,5,1,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:31:34,2024-07-23 13:35:19,IP Address,45.237.255.4,100,224,True,2024-07-23 13:35:19,R_3onFX5HdUuRn5zZ,,,,,-18.2126,-54.717,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Atualização de modelos","Diversificação de modelos,Exclusividade",Sim,4,4,Acessa o site da marca diretamente,Influenciadores,4,2,5,1,3,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:33:25,2024-07-23 13:36:25,IP Address,179.216.203.4,100,180,True,2024-07-23 13:36:25,R_53VUeK2cBqu8l3P,,,,,-15.597,-56.0958,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Tatiana Loureiro,Paula Torres,Alexandre Birman",Outro,Passive,8,"Qualidade dos produtos,Conforto,Trabalho artesanal","Design,Conforto",Sim,3,3,Busca tendências de moda em redes sociais,Campanhas,1,2,4,3,5,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:35:25,2024-07-23 13:38:11,IP Address,179.193.86.2,100,166,True,2024-07-23 13:38:11,R_3f1nHNpyUErX7Q2,,,,,-23.0889,-47.2127,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade,Outros",Outros,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,1,2,4,5,3,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:33:42,2024-07-23 13:38:56,IP Address,161.69.50.128,100,313,True,2024-07-23 13:38:56,R_8PWUY2ZloVB1A4R,,,,,-23.0251,-46.9785,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Recomendação de amigos/família,Detractor,6,"Design,Trabalho artesanal","Conforto,Atualização de modelos,Preço",Sim,4,3,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,3,2,4,5,1,1 ou 2 vez(es) por mês,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:33:36,2024-07-23 13:45:09,IP Address,191.26.152.143,100,693,True,2024-07-23 13:45:10,R_3XlyggUUVWvcBPj,,,,,-22.1871,-49.9952,anonymous,EN,55 a 64 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Schutz,Paula Torres,Luiza Barcellos,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto,Atualização de modelos,Inovação,Sustentabilidade,Outros",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews,Outros",Rede Sociais,3,2,5,4,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:37:20,2024-07-23 13:45:38,IP Address,186.218.193.27,100,498,True,2024-07-23 13:45:39,R_8KfweZFakAg2Mql,,,,,-24.9651,-53.4528,anonymous,EN,55 a 64 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos,Inovação",Preço,Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,4,3,5,1,2,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 12:54:13,2024-07-23 13:49:30,IP Address,179.242.240.154,100,3316,True,2024-07-23 13:49:30,R_29fZFd9lZKN6QLG,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Schutz,Tatiana Loureiro,Paula Torres",Loja física,Promoter,10,"Qualidade dos produtos,Conforto,Trabalho artesanal","Preço,Diversificação de modelos",Não,,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Outros,5,4,1,2,3,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:42:57,2024-07-23 13:53:02,IP Address,131.72.222.141,100,604,True,2024-07-23 13:53:02,R_37eCzUMAwIXTySE,,,,,-15.7792,-47.9341,anonymous,EN,55 a 64 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Atualização de modelos",Qualidade dos produtos,Sim,4,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,4,5,3,2,1,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:50:49,2024-07-23 13:54:00,IP Address,177.60.50.68,100,191,True,2024-07-23 13:54:01,R_7CBrr1L8QAGoimv,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Tatiana Loureiro,Paula Torres",Loja física,Passive,8,"Qualidade dos produtos,Conforto","Preço,Exclusividade",Sim,5,4,Busca tendências de moda em redes sociais,Recomendação,4,5,3,2,1,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
